title,artist,album,genre,duration,file_path,cover_image,lyrics,lyrics_type,released_date,is_vip,status,listens,mood_tags,activity_tags,topic_tags
Nối lại tình xưa,Như Quỳnh,,bolero,272,songs/custom/117_noi_lai_tinh_xua.mp3,covers/songs/custom/117_noi_lai_tinh_xua.jpg,,plain,2005-01-01,0,published,0,vui-ve;lang-man,lai-xe,ky-uc
Hương tóc mạ non,Quang Lê,,bolero,323,songs/custom/118_huong_toc_ma_non.mp3,covers/songs/custom/118_huong_toc_ma_non.jpg,,plain,2010-01-01,0,published,0,lang-man;thu-gian,hoc-tap,que-huong
Đính ước,Như Quỳnh,,bolero,270,songs/custom/119_dinh_uoc.mp3,covers/songs/custom/119_dinh_uoc.jpg,,plain,2008-01-01,0,published,0,lang-man;buon,thu-gian,tinh-yeu
Mười ngón tay tình yêu,Như Quỳnh,,bolero,297,songs/custom/120_muoi_ngon_tay_tinh_yeu.mp3,covers/songs/custom/120_muoi_ngon_tay_tinh_yeu.jpg,,plain,2005-01-01,0,published,0,vui-ve;lang-man,tiec-tung,tinh-yeu
Mười năm,Đen Vâu,,Rap,240,songs/custom/121_muoi_nam.mp3,covers/songs/custom/121_muoi_nam.jpg,,plain,2019-03-01,0,published,0,tam-trang;thu-gian,lai_xe,ky-uc
Hai triệu năm,Đen Vâu,,Rap,210,songs/custom/122_hai_trieu_nam.mp3,covers/songs/custom/122_hai_trieu_nam.jpg,,plain,2019-06-19,0,published,0,thu-gian;vui-ve,chay-bo,cuoc-song
Đưa nhau đi trốn,Đen Vâu,,Rap,250,songs/custom/123_dua_nhau_di_tron.mp3,covers/songs/custom/123_dua_nhau_di_tron.jpg,,plain,2015-05-10,0,published,0,vui-ve;hao-hung,lai-xe,tuoi-tre
Ta cứ đi cùng nhau,Đen Vâu,,Rap,260,songs/custom/124_ta_cu_di_cung_nhau.mp3,covers/songs/custom/124_ta_cu_di_cung_nhau.jpg,,plain,2017-09-21,0,published,0,lang-man;thu-gian,hoc-tap,tinh-yeu
Đi theo bóng mặt trời,Đen Vâu,,Rap,225,songs/custom/125_di_theo_bong_mat_troi.mp3,covers/songs/custom/125_di_theo_bong_mat_troi.jpg,,plain,2017-05-15,0,published,0,vui-ve;hao-hung,chay-bo,tuoi-tre
Nấu ăn cho em,Đen Vâu,,Rap,245,songs/custom/126_nau_an_cho_em.mp3,covers/songs/custom/126_nau_an_cho_em.jpg,,plain,2023-05-13,0,published,0,vui-ve;thu-gian,lam-viec,cuoc-song
Luôn yêu đời,Đen Vâu,,Rap,200,songs/custom/127_luon_yeu_doi.mp3,covers/songs/custom/127_luon_yeu_doi.jpg,,plain,2023-02-09,0,published,0,vui-ve;energetic,tap-gym,cuoc-song
Cảm ơn,Đen Vâu,,Rap,235,songs/custom/128_cam_on.mp3,covers/songs/custom/128_cam_on.jpg,,plain,2019-10-21,0,published,0,tam-trang;thu-gian,lam-viec,ky-uc
Đi trong mùa hè,Đen Vâu,,Rap,215,songs/custom/129_di_trong_mua_he.mp3,covers/songs/custom/129_di_trong_mua_he.jpg,,plain,2022-05-09,0,published,0,hao-hung;energetic,lai-xe,cuoc-song
Nhạc của rừng,Đen Vâu,,Rap,190,songs/custom/130_nhac_cua_rung.mp3,covers/songs/custom/130_nhac_cua_rung.jpg,,plain,2024-03-04,0,published,0,thu-gian;vui-ve,hoc-tap,cuoc-song
Rock hạt gạo,Phương Mỹ Chi,,Rock,240,songs/custom/131_rock_hat_gao.mp3,covers/songs/custom/131_rock_hat_gao.jpg,,plain,2023-09-20,0,published,0,vui-ve;energetic,tiec-tung,que-huong
Rock Sài Gòn,MTV,,Rock,210,songs/custom/132_rock_sai_gon.mp3,covers/songs/custom/132_rock_sai_gon.jpg,,plain,2003-01-01,0,published,0,vui-ve;energetic,tiec-tung,cuoc-song
Sắc màu,Phạm Anh Khoa,,Rock,230,songs/custom/133_sac_mau.mp3,covers/songs/custom/133_sac_mau.jpg,,plain,2007-05-15,0,published,0,hao-hung;energetic,tap-gym,cuoc-song
Ngọn lửa cao nguyên,Siu Black,,Rock,220,songs/custom/134_ngon_lua_cao_nguyen.mp3,covers/songs/custom/134_ngon_lua_cao_nguyen.jpg,,plain,2005-01-01,0,published,0,hao-hung;energetic,lai-xe,que-huong
Đôi mắt Pleiku,Siu Black,,Rock,215,songs/custom/135_doi_mat_pleiku.mp3,covers/songs/custom/135_doi_mat_pleiku.jpg,,plain,2005-01-01,0,published,0,vui-ve;energetic,chay-bo,que-huong
Em muốn sống bên anh trọn đời,Siu Black,,Rock,245,songs/custom/136_em_muon_song_ben_anh_tron_doi.mp3,covers/songs/custom/136_em_muon_song_ben_anh_tron_doi.jpg,,plain,2005-01-01,0,published,0,lang-man;energetic,tap-gym,tinh-yeu
60 năm,Siu Black,,Rock,180,songs/custom/137_60_nam.mp3,covers/songs/custom/137_60_nam.jpg,,plain,2008-01-01,0,published,0,vui-ve;energetic,tiec-tung,tuoi-tre
Ly cà phê ban mê,Siu Black,,Rock,230,songs/custom/138_ly_ca_phe_ban_me.mp3,covers/songs/custom/138_ly_ca_phe_ban_me.jpg,,plain,2005-01-01,0,published,0,hao-hung;energetic,lam-viec,que-huong
Tái sinh,Tùng Dương,,EDM,300,songs/custom/139_tai_sinh.mp3,covers/songs/custom/139_tai_sinh.jpg,,plain,2024-01-01,0,published,0,hao-hung;tam-trang,yoga,cuoc-song
Chẳng thể cảm hóa,Lương Quý Tuấn,,EDM,215,songs/custom/140_chang_the_cam_hoa.mp3,covers/songs/custom/140_chang_the_cam_hoa.jpg,,plain,2023-01-01,0,published,0,buon;tam-trang,tap-gym,chia-tay
Mở lối cho em,Lương Quý Tuấn,,EDM,220,songs/custom/141_mo_loi_cho_em.mp3,covers/songs/custom/141_mo_loi_cho_em.jpg,,plain,2023-05-10,0,published,0,vui-ve;energetic,tiec-tung,tinh-yeu
Lao tâm khổ tứ,Thanh Hưng,,EDM,235,songs/custom/142_lao_tam_kho_tu.mp3,covers/songs/custom/142_lao_tam_kho_tu.jpg,,plain,2023-08-15,0,published,0,buon;energetic,tap-gym,chia-tay
Anh đau từ lúc em đi,Trần Mạnh Cường,,EDM,210,songs/custom/143_anh_dau_tu_luc_em_di.mp3,covers/songs/custom/143_anh_dau_tu_luc_em_di.jpg,,plain,2023-02-14,0,published,0,buon;tam-trang,lai-xe,chia-tay
Trả lại thanh xuân cho em,Mochii,,EDM,225,songs/custom/144_tra_lai_thanh_xuan_cho_em.mp3,covers/songs/custom/144_tra_lai_thanh_xuan_cho_em.jpg,,plain,2023-11-20,0,published,0,buon;tam-trang,chay-bo,tuoi-tre
Hẹn hò nhưng không yêu,Wendy Thảo,,EDM,200,songs/custom/145_hen_ho_nhung_khong_yeu.mp3,covers/songs/custom/145_hen_ho_nhung_khong_yeu.jpg,,plain,2022-09-01,0,published,0,vui-ve;energetic,tiec-tung,tinh-yeu
Nắng dưới chân mây,Nguyễn Hữu Kha,,EDM,215,songs/custom/146_nang_duoi_chan_may.mp3,covers/songs/custom/146_nang_duoi_chan_may.jpg,,plain,2024-01-15,0,published,0,thu-gian;vui-ve,hoc-tap,cuoc-song
Cánh hoa héo tàn,Mochii,,EDM,240,songs/custom/147_canh_hoa_heo_tan.mp3,covers/songs/custom/147_canh_hoa_heo_tan.jpg,,plain,2023-12-01,0,published,0,buon;tam-trang,ngu,chia-tay
Chuyến xe cuộc đời,Thanh Hưng,,EDM,250,songs/custom/148_chuyen_xe_cuoc_doi.mp3,covers/songs/custom/148_chuyen_xe_cuoc_doi.jpg,,plain,2023-10-10,0,published,0,tam-trang;buon,lai-xe,cuoc-song
Thu cuối,Mr T,,R&B,290,songs/custom/149_thu_cuoi.mp3,covers/songs/custom/149_thu_cuoi.jpg,,plain,2012-01-01,0,published,0,buon;tam-trang,lai-xe,chia-tay
Nơi ấy con tìm về,Hồ Quang Hiếu,,R&B,245,songs/custom/150_noi_ay_con_tim_ve.mp3,covers/songs/custom/150_noi_ay_con_tim_ve.jpg,,plain,2014-04-15,0,published,0,vui-ve;thu-gian,hoc-tap,gia-dinh
Nếu lúc đó,Tlinh,,R&B,215,songs/custom/151_neu_luc_do.mp3,covers/songs/custom/151_neu_luc_do.jpg,,plain,2023-03-02,0,published,0,tam-trang;buon,thu-gian,tinh-yeu
Em trong mắt tôi,Nguyễn Đức Cường,,R&B,230,songs/custom/152_em_trong_mat_toi.mp3,covers/songs/custom/152_em_trong_mat_toi.jpg,,plain,2008-01-01,0,published,0,vui-ve;lang-man,lam-viec,cuoc-song
Tell me why,Mr A,,R&B,210,songs/custom/153_tell_me_why.mp3,covers/songs/custom/153_tell_me_why.jpg,,plain,2012-05-20,0,published,0,vui-ve;energetic,tiec-tung,tinh-yeu
Đã lỡ yêu em nhiều,JustaTee,,R&B,260,songs/custom/154_da_lo_yeu_em_nhieu.mp3,covers/songs/custom/154_da_lo_yeu_em_nhieu.jpg,,plain,2017-11-13,0,published,0,lang-man;vui-ve,lai-xe,tinh-yeu
Bâng khuâng,JustaTee,,R&B,255,songs/custom/155_bang_khuang.mp3,covers/songs/custom/155_bang_khuang.jpg,,plain,2014-04-01,0,published,0,buon;tam-trang,hoc-tap,chia-tay
Vài lần đón đưa,Soobin Hoàng Sơn,,R&B,240,songs/custom/156_vai_lan_don_dua.mp3,covers/songs/custom/156_vai_lan_don_dua.jpg,,plain,2017-02-14,0,published,0,thu-gian;lang-man,lai-xe,tinh-yeu
Tháng năm,Soobin Hoàng Sơn,,R&B,220,songs/custom/157_thang_nam.mp3,covers/songs/custom/157_thang_nam.jpg,,plain,2020-12-15,0,published,0,buon;tam-trang,thu-gian,ky-uc
021,Binz,,R&B,190,songs/custom/158_021.mp3,covers/songs/custom/158_021.jpg,,plain,2020-10-04,0,published,0,hao-hung;energetic,tap-gym,cuoc-song
